OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
2504,Bříza,00263419,417
2505,Budyně nad Ohří,00263427,2158
2506,Býčkovice,00832316,313
2507,Ctiněves,00263443,312
2508,Černěves,00832561,219
2509,Černiv,00526100,157
2510,Černouček,00526428,279
2511,Čížkovice,00263486,1397
2512,Děčany,00263494,353
2513,Dlažkovice,00263508,112
2514,Dobříň,00526461,564
2515,Doksany,00263524,387
2516,Dolánky nad Ohří,46772731,268
2517,Drahobuz,00526053,266
2518,Dušníky,00263583,395
2519,Evaň,00526118,286
2520,Hlinná,00526142,234
2521,Horní Beřkovice,00263621,926
2522,Horní Řepčice,00832294,110
2523,Hoštka,00263648,1676
2524,Hrobce,00263664,596
2525,Chodouny,00263699,631
2526,Chodovlice,00481653,154
2527,Chotěšov,00526096,480
2528,Chotiměř,00556211,293
2529,Chotiněves,00555223,210
2530,Chudoslavice,00832235,146
2531,Jenčice,00481670,352
2532,Kamýk,00831999,155
2533,Keblice,00526436,369
2534,Klapý,00263796,499
2535,Kleneč,00263800,466
2536,Kostomlaty pod Řípem,00263826,460
2537,Krabčice,00263834,882
2538,Křesín,00263842,341
2539,Křešice,00263851,1434
2540,Kyškovice,00263869,284
2541,Levín,00263877,120
2542,Lhotka nad Labem,00526126,304
2543,Liběšice,00263893,1547
2544,Libkovice pod Řípem,00263915,554
2545,Libochovany,00263923,595
2546,Libochovice,00263931,3617
2547,Libotenice,00263940,435
2548,Litoměřice,00263958,24405
2549,Lkáň,00832162,179
2550,Lovečkovice,00263982,503
2551,Lovosice,00263991,8821
2552,Lukavec,00526134,378
2553,Malé Žernoseky,00526045,715
2554,Malíč,00526444,158
2555,Martiněves,00264024,754
2556,Michalovice,00526410,154
2557,Miřejovice,46769463,192
2558,Mlékojedy,00526151,210
2559,Mnetěš,00264075,544
2560,Mšené-lázně,00264083,1789
2561,Nové Dvory,00264113,406
2562,Oleško,00526070,78
2563,Píšťany,00526789,211
2564,Ploskovice,00264164,424
2565,Podsedice,00555207,663
2566,Polepy,00264202,1354
2567,Prackovice nad Labem,00264229,582
2568,Přestavlky,00555215,255
2569,Račice,00525413,317
2570,Račiněves,00264261,549
2571,Radovesice,00526088,466
2572,Rochov,00264318,108
2573,Roudnice nad Labem,00264334,13114
2574,Sedlec,00832570,192
2575,Siřejovice,00264369,276
2576,Slatina,00264377,271
2577,Snědovice,00264385,731
2578,Staňkovice,44224869,48
2579,Straškov-Vodochody,00264431,1067
2580,Sulejovice,00554839,815
2581,Štětí,00264466,9100
2582,Terezín,00264474,3053
2583,Travčice,00264504,596
2584,Trnovany,00556220,356
2585,Třebenice,00264521,1949
2586,Třebívlice,00264539,878
2587,Třebušín,00264555,556
2588,Úpohlavy,00554588,251
2589,Úštěk,00264571,2837
2590,Vědomice,00264598,856
2591,Velemín,00264601,1547
2592,Velké Žernoseky,00264610,497
2593,Vchynice,00554847,311
2594,Vlastislav,00481661,173
2595,Vražkov,00264644,414
2596,Vrbice,00264652,517
2597,Vrbičany,00828807,334
2598,Vrutice,00526061,312
2599,Záluží,00526452,153
2600,Žabovřesky nad Ohří,00526771,241
2601,Žalhostice,00264709,545
2602,Židovice,00526479,369
2603,Žitenice,00264725,1477
2604,Bitozeves,00556238,420
2605,Blatno,00264768,513
2606,Blažim,00556246,263
2607,Blšany,00264784,971
2608,Blšany u Loun,00556254,257
2609,Brodec,00831778,70
2610,Břvany,00483087,322
2611,Cítoliby,00556262,1051
2612,Čeradice,47786701,297
2613,Černčice,00556271,1388
2614,Deštnice,00556289,183
2615,Dobroměřice,00831786,1397
2616,Domoušice,00264903,666
2617,Holedeč,00556297,549
2618,Hříškov,00556301,402
2619,Hřivice,00264971,629
2620,Chlumčany,00264997,519
2621,Chožov,00265004,576
2622,Chraberce,00556319,149
2623,Jimlín,00556327,860
2624,Koštice,00265055,585
2625,Kozly,47786671,140
2626,Krásný Dvůr,00265071,727
2627,Kryry,00265080,2396
2628,Lenešice,00265098,1416
2629,Libčeves,00265110,927
2630,Liběšice,00483095,722
2631,Libočany,47786663,541
2632,Libořice,00556335,335
2633,Lipno,00483109,483
2634,Lišany,00556343,165
2635,Líšťany,00831824,426
2636,Louny,00265209,18680
2637,Lubenec,00265217,1504
2638,Měcholupy,00265233,1011
2639,Nepomyšl,00265284,390
2640,Nová Ves,00556351,114
2641,Nové Sedlo,00265292,602
2642,Obora,00556360,363
2643,Očihov,00556378,357
2644,Opočno,00556386,128
2645,Panenský Týnec,00265314,431
2646,Peruc,00265331,2176
2647,Petrohrad,00480975,651
2648,Pnětluky,00556394,336
2649,Počedělice,00265373,284
2650,Podbořanský Rohozec,00556408,128
2651,Podbořany,00265365,6361
2652,Postoloprty,00265403,5040
2653,Raná,00556416,259
2654,Ročov,00265446,547
2655,Slavětín,00265497,484
2656,Smolnice,00556424,420
2657,Staňkovice,00556432,878
2658,Toužetín,00556441,295
2659,Tuchořice,00265624,684
2660,Úherce,00556459,70
2661,Velemyšleves,00556467,324
2662,Veltěže,00556475,421
2663,Vinařice,00265683,235
2664,Vrbno nad Lesy,00556483,167
2665,Vroutek,00265705,1906
2666,Vršovice,00831841,272
2667,Výškov,00265721,497
2668,Zálužice,47786647,73
2669,Zbrašín,00556491,320
2670,Žatec,00265781,19208
2671,Želkovice,47786655,94
2672,Žerotín,00556505,192
2673,Žiželice,00265772,438
2674,Bečov,00265811,1755
2675,Bělušice,00265829,241
2676,Braňany,00265845,1215
2677,Brandov,00265837,256
2678,Český Jiřetín,00265870,74
2679,Havraň,00265918,534
2680,Hora Svaté Kateřiny,00265934,437
2681,Horní Jiřetín,00265942,2130
2682,Klíny,00265969,109
2683,Korozluky,00265993,180
2684,Lišnice,00266019,224
2685,Litvínov,00266027,26241
2686,Lom,00266035,3862
2687,Louka u Litvínova,00266043,741
2688,Lužice,00266051,449
2689,Malé Březno,00266060,231
2690,Mariánské Radčice,00266078,447
2691,Meziboří,00266086,4821
2692,Most,00266094,67030
2693,Nová Ves v Horách,00266108,455
2694,Obrnice,00266116,2346
2695,Patokryje,00266124,416
2696,Polerady,00266132,226
2697,Skršín,00266141,219
2698,Volevčice,00266175,95
2699,Želenice,00266205,477
2700,Bílina,00266230,15901
2701,Bořislav,00266248,399
2702,Bystřany,00266256,1880
2703,Bžany,00266264,828
2704,Dubí,00266281,8108
2705,Duchcov,00266299,8697
2706,Háj u Duchcova,00266302,1038
2707,Hostomice,00266311,1235
2708,Hrob,00266337,2032
2709,Hrobčice,00266345,982
2710,Jeníkov,00266361,916
2711,Kladruby,00266388,338
2712,Kostomlaty pod Milešovkou,00266396,886
2713,Košťany,00266400,2902
2714,Krupka,00266418,13658
2715,Lahošť,00266426,587
2716,Ledvice,00266434,568
2717,Lukov,00832081,145
2718,Měrunice,00266477,331
2719,Mikulov,00266485,227
2720,Modlany,00266493,930
2721,Moldava,00266507,232
2722,Novosedlice,00266531,2274
2723,Ohníč,00266540,748
2724,Osek,00266558,4941
2725,Proboštov,00266566,2616
2726,Rtyně nad Bílinou,00266574,788
2727,Srbice,00266591,299
2728,Světec,00266612,988
2729,Teplice,00266621,50728
2730,Újezdeček,00266639,926
2731,Zabrušany,00266647,1095
2732,Žalany,00266655,495
2733,Žim,00266663,155
2734,Dolní Zálezly,00266710,571
2735,Habrovany,00832201,194
2736,Homole u Panny,00555495,360
2737,Chabařovice,00556912,2534
2738,Chlumec,00391387,4559
2739,Chuderov,00266809,986
2740,Libouchec,00266833,1833
2741,Malé Březno,00556891,541
2742,Malečov,00266884,765
2743,Petrovice,00266922,889
2744,Povrly,00266931,2248
2745,Přestanov,44227531,400
2746,Ryjice,00556882,184
2747,Řehlovice,00266981,1310
2748,Stebno,00832154,442
2749,Tašov,00556904,158
2750,Telnice,00267074,733
2751,Tisá,00267082,852
2752,Trmice,00674010,3134
2753,Ústí nad Labem,00081531,95003
2754,Velké Březno,00267139,2215
2755,Velké Chvojno,66109973,805
2756,Zubrnice,00556874,227
2757,Bezděz,00673382,305
2758,Blatce,00673099,96
2759,Blíževedly,00524743,660
2760,Bohatice,00673340,178
2761,Brniště,00260401,1380
2762,Cvikov,00260410,4442
2763,Česká Lípa,00260428,37510
2764,Doksy,00260444,5146
2765,Dubá,00260479,1776
2766,Dubnice,00525707,635
2767,Hamr na Jezeře,00673498,384
2768,Holany,00260525,504
2769,Horní Libchava,00555444,656
2770,Horní Police,00524662,680
2771,Chlum,00483362,256
2772,Chotovice,00831590,169
2773,Jestřebí,00260878,823
2774,Kamenický Šenov,00260622,4076
2775,Kozly,00831522,142
2776,Kravaře,00260657,834
2777,Krompach,00673421,141
2778,Kunratice u Cvikova,00524301,597
2779,Kvítkov,00831531,209
2780,Luka,00673480,97
2781,Mařenice,00260738,353
2782,Mimoň,00260746,6698
2783,Noviny pod Ralskem,00672904,268
2784,Nový Bor,00260771,12117
2785,Nový Oldřichov,00260789,740
2786,Okna,00673412,298
2787,Okrouhlá,00673447,543
2788,Pertoltice pod Ralskem,00672912,381
2789,Polevsko,00525405,376
2790,Provodín,00524760,666
2791,Prysk,00525197,455
2792,Radvanec,46750690,148
2793,Ralsko,00831514,2043
2794,Skalice u České Lípy,00673455,1444
2795,Skalka u Doks,00673439,167
2796,Sloup v Čechách,00525677,744
2797,Slunečná,00831620,121
2798,Sosnová,00673374,709
2799,Stráž pod Ralskem,00260967,4120
2800,Stružnice,00260975,982
2801,Stvolínky,00524751,340
2802,Svojkov,00831689,190
2803,Svor,00261009,666
2804,Tachov,49864009,195
2805,Tuhaň,00831727,278
2806,Velenice,00673072,175
2807,Velký Valtinov,00672891,179
2808,Volfartice,00261076,653
2809,Vrchovany,00673081,114
2810,Zahrádky,00261092,663
2811,Zákupy,00261114,2787
2812,Žandov,00261131,1994
2813,Ždírec,00673463,126
2814,Albrechtice v Jizerských horách,00262277,341
2815,Bedřichov,00525511,314
2816,Dalešice,43256201,169
2817,Desná,00262307,3274
2818,Držkov,00262315,558
2819,Frýdštejn,00262323,840
2820,Jablonec nad Nisou,00262340,45255
2821,Janov nad Nisou,00262358,1351
2822,Jenišovice,00262366,968
2823,Jílové u Držkova,00525529,209
2824,Jiřetín pod Bukovou,00832022,559
2825,Josefův Důl,00262391,917
2826,Koberovy,00262404,1008
2827,Kořenov,00262421,974
2828,Líšný,00673226,275
2829,Loužnice,00672076,215
2830,Lučany nad Nisou,00262455,1753
2831,Malá Skála,00262463,1138
2832,Maršovice,00262471,523
2833,Nová Ves nad Nisou,00262498,705
2834,Pěnčín,00262501,1923
2835,Plavy,00262510,1052
2836,Pulečný,00832332,350
2837,Radčice,00673234,170
2838,Rádlo,00262544,723
2839,Rychnov u Jablonce nad Nisou,00262552,2637
2840,Skuhrov,00262561,527
2841,Smržovka,00262579,3663
2842,Tanvald,00262587,6740
2843,Velké Hamry,00262595,2843
2844,Vlastiboř,00525537,132
2845,Zásada,00262617,888
2846,Zlatá Olešnice,00262625,512
2847,Železný Brod,00262633,6448
2848,Bílá,00262668,847
2849,Bílý Kostel nad Nisou,00672106,911
2850,Bílý Potok,00831417,679
2851,Bulovka,00262692,887
2852,Cetenov,00672114,124
2853,Černousy,00672084,351
2854,Český Dub,00262722,2844
2855,Čtveřín,00672092,482
2856,Dětřichov,00831468,728
2857,Dlouhý Most,46744941,783
2858,Dolní Řasnice,00262757,534
2859,Frýdlant,00262781,7619
2860,Habartice,00262790,503
2861,Hejnice,00262803,2765
2862,Heřmanice,00672068,219
2863,Hlavice,00672050,225
2864,Hodkovice nad Mohelkou,00262820,2814
2865,Horní Řasnice,00672041,247
2866,Hrádek nad Nisou,00262854,7630
2867,Chotyně,00672033,908
2868,Chrastava,00262871,6310
2869,Jablonné v Podještědí,00260576,3766
2870,Janovice v Podještědí,00525499,88
2871,Janův Důl,00831395,152
2872,Jeřmanice,46744959,456
2873,Jindřichovice pod Smrkem,00672025,682
2874,Kobyly,00672017,325
2875,Krásný Les,00672009,433
2876,Kryštofovo Údolí,00671991,315
2877,Křižany,00262943,802
2878,Kunratice,46744967,394
2879,Lázně Libverda,00671983,485
2880,Lažany,00671975,221
2881,Liberec,00262978,102247
2882,Mníšek,00263001,1356
2883,Nová Ves,00831433,780
2884,Nové Město pod Smrkem,00263036,3891
2885,Oldřichov v Hájích,00481483,659
2886,Osečná,00263061,1083
2887,Paceřice,00671967,299
2888,Pěnčín,00263095,662
2889,Pertoltice,00671959,282
2890,Proseč pod Ještědem,00671941,325
2891,Příšovice,00263125,1366
2892,Radimovice,00671932,277
2893,Raspenava,00263141,2858
2894,Rynoltice,00263168,766
2895,Soběslavice,00671924,164
2896,Stráž nad Nisou,00671916,2132
2897,Světlá pod Ještědem,00263192,934
2898,Svijanský Újezd,00671894,409
2899,Svijany,00671908,301
2900,Sychrov,00263222,187
2901,Šimonovice,00671886,835
2902,Višňová,00263265,1364
2903,Vlastibořice,00671878,247
2904,Všelibice,00263303,536
2905,Zdislava,00481491,297
2906,Žďárek,00671860,126
2907,Bělá,00275603,259
2908,Benecko,00275581,1128
2909,Benešov u Semil,00275590,858
2910,Bozkov,00275611,574
2911,Bradlecká Lhota,00275620,226
2912,Bukovina u Čisté,00275646,197
2913,Bystrá nad Jizerou,00275654,122
2914,Čistá u Horek,00275662,543
2915,Háje nad Jizerou,00275689,687
2916,Harrachov,00275697,1628
2917,Holenice,00275727,91
2918,Horka u Staré Paky,00854671,271
2919,Horní Branná,00275735,1854
2920,Hrubá Skála,00275751,587
2921,Chuchelna,00275760,975
2922,Jablonec nad Jizerou,00275778,1780
2923,Jesenný,00275786,497
2924,Jestřabí v Krkonoších,00275794,244
2925,Jilemnice,00275808,5651
2926,Kacanovy,00275816,183
2927,Karlovice,00275824,744
2928,Klokočí,00580813,188
2929,Košťálov,00275841,1698
2930,Kruh,00275859,481
2931,Ktová,00580821,188
2932,Levínská Olešnice,00854662,367
2933,Libštát,00275891,984
2934,Lomnice nad Popelkou,00275905,5765
2935,Loučky,00580830,158
2936,Martinice v Krkonoších,00580805,577
2937,Mírová pod Kozákovem,00275913,1644
2938,Modřišice,00275921,404
2939,Mříčná,00275930,508
2940,Nová Ves nad Popelkou,00275948,646
2941,Ohrazenice,00275956,1125
2942,Olešnice,00275964,182
2943,Paseky nad Jizerou,00580791,245
2944,Peřimov,00275999,240
2945,Poniklá,00276006,1153
2946,Přepeře,00276014,907
2947,Příkrý,00276022,247
2948,Radostná pod Kozákovem,00276031,408
2949,Rakousy,00276049,73
2950,Rokytnice nad Jizerou,00276057,2974
2951,Roprachtice,00276065,277
2952,Rovensko pod Troskami,00276073,1288
2953,Roztoky u Jilemnice,00276081,983
2954,Roztoky u Semil,00276090,122
2955,Semily,00276111,8738
2956,Slaná,00276138,689
2957,Stružinec,00276154,708
2958,Studenec,00276162,1843
2959,Svojek,00276171,162
2960,Syřenov,00276189,212
2961,Tatobity,00276197,543
2962,Troskovice,00276201,100
2963,Turnov,00276227,14395
2964,Veselá,00276243,230
2965,Víchová nad Jizerou,00276251,937
2966,Vítkovice,00276260,452
2967,Všeň,00276278,588
2968,Vyskeř,00276286,394
2969,Vysoké nad Jizerou,00276294,1297
2970,Záhoří,00276308,512
2971,Žernov,00580848,236
2972,Babice,45978484,202
2973,Barchov,00268593,292
2974,Běleč nad Orlicí,00268615,280
2975,Benátky,00653306,114
2976,Blešno,45978638,355
2977,Boharyně,00268640,531
2978,Černilov,00268674,2429
2979,Černožice,00268682,1161
2980,Čistěves,00268691,160
2981,Divec,45978123,216
2982,Dobřenice,00268721,579
2983,Dohalice,00268739,459
2984,Dolní Přím,00268747,629
2985,Habřina,00268755,289
2986,Hlušice,00268763,758
2987,Hněvčeves,00268771,167
2988,Holohlavy,00653446,913
2989,Hořiněves,00268801,700
2990,Hradec Králové,00268810,94242
2991,Hrádek,00268828,198
2992,Humburky,00268852,359
2993,Hvozdnice,45978662,208
2994,Chlumec nad Cidlinou,00268861,5371
2995,Chudeřice,00268887,227
2996,Jeníkovice,00653454,438
2997,Jílovice,00579238,316
2998,Káranice,00268917,201
2999,Klamoš,00268925,394
3000,Kobylice,44444371,248
3001,Kosice,00268933,332
3002,Kosičky,00268941,347
3003,Králíky,00268950,392
3004,Kratonohy,00268968,605
3005,Kunčice,00268976,301
3006,Ledce,00275034,388
3007,Lejšovka,00653314,197
3008,Lhota pod Libčany,00268992,913
3009,Libčany,00269000,865
3010,Libníkovice,45978131,146
3011,Librantice,45978140,510
3012,Libřice,00653322,301
3013,Lišice,00269042,162
3014,Lodín,00269051,354
3015,Lochenice,00269069,592
3016,Lovčice,00269077,668
3017,Lužany,00653349,135
3018,Lužec nad Cidlinou,00653403,507
3019,Máslojedy,44444419,220
3020,Měník,00269131,605
3021,Mlékosrby,00269140,247
3022,Mokrovousy,00269158,324
3023,Myštěves,00269166,189
3024,Mžany,00269174,437
3025,Neděliště,00653357,365
3026,Nechanice,00269191,2276
3027,Nepolisy,00269212,936
3028,Nové Město,00269239,427
3029,Nový Bydžov,00269247,7186
3030,Obědovice,00653471,266
3031,Ohnišťany,00269255,301
3032,Olešnice,00269263,317
3033,Osice,00653381,481
3034,Osičky,00653390,141
3035,Petrovice,00269301,259
3036,Písek,00269310,233
3037,Prasek,00269344,604
3038,Praskačka,00269352,1007
3039,Předměřice nad Labem,00269379,1875
3040,Převýšov,00269387,339
3041,Pšánky,48146994,51
3042,Puchlovice,45978794,125
3043,Račice nad Trotinou,00653365,162
3044,Radíkovice,45978786,182
3045,Radostov,45978671,134
3046,Roudnice,00269433,627
3047,Sadová,00653373,321
3048,Sendražice,00269484,406
3049,Skalice,00269492,572
3050,Skřivany,00269514,1046
3051,Sloupno,00653411,515
3052,Smidary,00269549,1556
3053,Smiřice,00269557,2960
3054,Smržov,00269565,487
3055,Sovětice,00269581,226
3056,Stará Voda,00269590,134
3057,Starý Bydžov,00653420,395
3058,Stěžery,00269611,1785
3059,Stračov,00269638,319
3060,Střezetice,00269646,376
3061,Světí,00653462,301
3062,Syrovátka,00269671,399
3063,Šaplava,00269689,124
3064,Těchlovice,00269697,356
3065,Třebechovice pod Orebem,00269719,5752
3066,Třesovice,00269727,247
3067,Urbanice,00528986,347
3068,Vinary,00269751,459
3069,Vrchovnice,00578827,68
3070,Všestary,00269760,1649
3071,Výrava,00653331,369
3072,Vysoká nad Labem,00269786,1293
3073,Vysoký Újezd,00579220,74
3074,Zachrašťany,00653438,194
3075,Zdechovice,44444362,164
3076,Bačalky,60114525,152
3077,Bašnice,00271314,188
3078,Běchary,00271322,220
3079,Bílsko u Hořic,00578215,114
3080,Boháňka,00271357,225
3081,Borek,00578223,103
3082,Brada-Rybníček,00578231,129
3083,Březina,00578240,82
3084,Bříšťany,00578258,239
3085,Budčeves,00578266,160
3086,Bukvice,00578274,136
3087,Butoves,00578282,242
3088,Bystřice,00271420,321
3089,Cerekvice nad Bystřicí,00271438,809
3090,Červená Třemešná,00578291,160
3091,Češov,00271462,202
3092,Dětenice,00271471,718
3093,Dílce,00578304,49
3094,Dobrá Voda u Hořic,00271489,576
3095,Dolní Lochov,00578312,46
3096,Dřevěnice,00578321,231
3097,Holín,00271543,596
3098,Holovousy,00271551,524
3099,Hořice,00271560,8850
3100,Cholenice,00578339,222
3101,Chomutice,00271594,647
3102,Choteč,00578347,212
3103,Chyjice,00578355,159
3104,Jeřice,00271624,403
3105,Jičín,00271632,16792
3106,Jičíněves,00271641,593
3107,Jinolice,00578363,178
3108,Kacákova Lhota,00578371,158
3109,Kbelnice,00578380,189
3110,Kněžnice,00271683,256
3111,Konecchlumí,00271691,379
3112,Kopidlno,00271705,2141
3113,Kostelec,00578398,37
3114,Kovač,00578401,133
3115,Kozojedy,00578410,195
3116,Kyje,00578428,61
3117,Lázně Bělohrad,00271730,3716
3118,Libáň,00271748,1702
3119,Libošovice,00271756,486
3120,Libuň,00271764,776
3121,Lískovice,00578436,210
3122,Lukavec u Hořic,00271781,280
3123,Lužany,00271799,575
3124,Markvartice,00271802,450
3125,Miletín,00271811,897
3126,Milovice u Hořic,00578444,321
3127,Mladějov,00271845,511
3128,Mlázovice,00271853,571
3129,Nemyčeves,00271870,342
3130,Nevratice,00578452,162
3131,Nová Paka,00271888,9382
3132,Ohařice,00578461,66
3133,Ohaveč,00578479,74
3134,Osek,00578487,195
3135,Ostroměř,00271900,1353
3136,Ostružno,00578495,90
3137,Pecka,00271926,1289
3138,Petrovičky,00578509,43
3139,Podhorní Újezd a Vojice,00271942,610
3140,Podhradí,00271951,451
3141,Podůlší,00271977,269
3142,Radim,00272001,390
3143,Rašín,00578517,83
3144,Rohoznice,00578525,332
3145,Rokytňany,00578533,90
3146,Samšina,00272078,265
3147,Sběř,00272086,259
3148,Sedliště,00578541,106
3149,Sekeřice,00578550,110
3150,Slatiny,00272094,543
3151,Slavhostice,00578568,139
3152,Sobčice,00272108,290
3153,Soběraz,00578576,91
3154,Sobotka,00272124,2420
3155,Stará Paka,00272132,2074
3156,Staré Hrady,47478179,194
3157,Staré Místo,00578584,327
3158,Staré Smrkovice,00035513,263
3159,Střevač,00272175,283
3160,Sukorady,00578592,212
3161,Svatojanský Újezd,00578606,96
3162,Šárovcova Lhota,00578614,205
3163,Tetín,00578622,139
3164,Třebnouševes,00272221,287
3165,Třtěnice,00272248,335
3166,Tuř,00272256,175
3167,Úbislavice,00272264,393
3168,Údrnice,00170551,280
3169,Úhlejov,00272281,160
3170,Újezd pod Troskami,00272299,324
