"zadavatel","datum","cena"
"Praha","2012-11-21",4826077
"Praha","2009-07-24",9900000
"Praha","2010-08-02",15052713
"Praha","2014-09-15",6928139
"Praha","2012-09-14",3696000
"Praha","2008-11-24",17415380
"Praha","2010-04-30",3267167
"Praha","2012-08-09",5599543
"Praha","2013-12-13",2383260
"Praha","2009-06-05",26505000
"Praha","2007-09-18",1023000
"Praha","2012-05-24",73763747
"Praha","2012-11-14",10848620
"Praha","2010-09-14",3440274
"Praha","2006-11-24",2465496
"Praha","2011-06-10",58110579
"Praha","2009-08-21",4369747
"Praha","2010-12-21",1997195
"Praha","2007-02-19",6500000
"Praha","2012-08-30",4800000
"Praha","2011-05-30",2947804
"Praha","2011-10-14",721104
"Praha","2013-11-06",35908518
"Praha","2009-10-09",13380000
"Praha","2010-02-22",18790000
"Praha","2014-10-27",42950897
"Praha","2007-09-27",12488837
"Praha","2012-07-18",4635645
"Praha","2009-08-17",1388503
"Praha","2008-07-18",9899618
"Praha","2012-01-06",821183
"Praha","2008-09-19",3993794
"Praha","2009-03-13",5610000
"Praha","2010-11-15",7673900
"Praha","2009-01-30",19500000
"Praha","2010-01-18",6466666
"Praha","2006-09-15",10869976
"Praha","2014-05-15",42000000
"Praha","2010-04-19",6600000
"Praha","2011-12-16",102223247
"Praha","2009-12-11",842957
"Praha","2010-10-08",3950000
"Praha","2010-05-03",2976000
"Praha","2010-09-27",12225203
"Praha","2013-02-19",9250000
"Praha","2011-07-01",15230447
"Praha","2013-11-25",4909621
"Praha","2010-01-22",19900000
"Praha","2008-11-07",1992838
"Praha","2010-03-02",5120000
"Praha","2014-09-11",22597821
"Praha","2008-10-27",19493817
"Praha","2009-03-06",19501183
"Praha","2009-08-21",871540
"Praha","2009-07-31",2015721
"Praha","2010-10-11",9250000
"Praha","2010-03-17",104250000
"Praha","2010-04-16",19307585
"Praha","2011-05-13",18165604
"Praha","2006-10-24",9601615
"Praha","2009-10-19",4410000
"Praha","2011-03-25",4167036
"Praha","2006-11-03",9875554
"Praha","2007-08-03",18909146
"Praha","2006-09-26",3944260
"Praha","2008-11-07",14200407
"Praha","2010-08-02",212475
"Praha","2010-02-08",1321600
"Praha","2006-09-25",16728268
"Praha","2009-10-06",3398556
"Praha","2009-09-18",15996052
"Praha","2009-08-18",19390463
"Praha","2014-12-16",1948360
"Praha","2006-09-22",24874276
"Praha","2009-09-04",14563369
"Praha","2007-01-09",3241068
"Praha","2010-03-15",5708220
"Praha","2006-08-18",165493425
"Praha","2012-06-12",2499500
"Praha","2012-01-23",28000000
"Praha","2012-07-31",16880710
"Praha","2014-03-12",36440600
"Praha","2010-10-29",28320230
"Praha","2011-05-20",99599000
"Praha","2012-10-31",1198974
"Praha","2010-04-16",2850000
"Praha","2008-12-22",1751470
"Praha","2010-02-15",5500000
"Praha","2013-12-13",827268
"Praha","2007-05-29",1799818
"Praha","2008-07-28",18507396
"Praha","2014-03-05",1689600
"Praha","2013-01-29",818000
"Praha","2007-12-17",16443534
"Praha","2012-01-10",53420000
"Praha","2010-08-02",217580
"Praha","2011-07-01",490000
"Praha","2006-08-25",5862292
"Praha","2009-12-15",19527160
"Praha","2011-12-02",22495881
"Praha","2012-01-11",5987055
"Praha","2009-10-23",5438000
"Praha","2013-09-12",317811
"Praha","2010-02-16",3598630
"Praha","2007-09-27",6415000
"Praha","2006-08-25",925542
"Praha","2012-08-29",66506666
"Praha","2007-12-05",7598896
"Praha","2010-05-24",5775000
"Praha","2010-09-14",20999922
"Praha","2007-05-29",3779382202
"Praha","2009-10-06",4492679
"Praha","2006-10-17",29330842
"Praha","2009-12-18",8991200
"Praha","2010-05-07",6266730
"Praha","2012-09-03",4798840
"Praha","2009-10-06",18580431
"Praha","2009-03-13",5599999
"Praha","2007-10-05",15989497
"Praha","2008-10-24",99498993
"Praha","2009-05-07",14052050
"Praha","2009-04-10",5686000
"Praha","2006-08-11",2617215
"Praha","2011-10-10",6053336
"Praha","2008-11-28",18255404
"Praha","2013-12-23",400000
"Praha","2013-01-18",28183680
"Praha","2008-01-17",14419512
"Praha","2011-09-06",10317429
"Praha","2014-09-23",5025000
"Praha","2006-10-16",3290000
"Praha","2006-12-01",3498520
"Praha","2006-09-15",15232277
"Praha","2009-12-07",146475048
"Praha","2013-03-19",9805560
"Praha","2006-11-03",5686440
"Praha","2008-10-20",162661616
"Praha","2010-04-19",6600000
"Praha","2010-05-11",9687600
"Praha","2014-06-24",9486171
"Praha","2008-02-12",10995250
"Praha","2010-02-05",5700000
"Praha","2008-12-05",17859145
"Praha","2013-04-12",8727486
"Praha","2011-05-25",272895
"Praha","2009-09-04",17064785
"Praha","2008-07-18",16429421
"Praha","2006-10-17",7123794
"Praha","2007-08-10",17780000
"Praha","2010-11-19",1100000
"Praha","2010-01-22",15373292
"Praha","2012-06-26",7125469
"Praha","2009-02-06",5498000
"Praha","2007-09-03",18696867
"Praha","2008-09-02",238546890
"Praha","2012-09-03",7663480
"Praha","2006-10-24",1235539
"Praha","2009-08-31",7901000
"Praha","2007-04-30",17611214
"Praha","2010-09-10",12215426
"Praha","2010-09-10",46883657
"Praha","2008-01-16",19999969
"Praha","2010-03-09",18500000
"Praha","2010-07-16",19597348
"Praha","2007-12-14",18648766
"Praha","2007-02-02",18996547
"Praha","2010-03-26",14915989
"Praha","2010-10-08",19437000
"Praha","2010-03-22",3072131
"Praha","2009-01-30",5307405
"Praha","2012-11-19",2882600
"Praha","2010-05-07",54296352
"Praha","2006-10-17",28450210
"Praha","2007-09-07",6607000
"Praha","2008-09-23",16251526
"Praha","2007-03-09",10050095
"Praha","2013-07-02",1504902
"Praha","2010-08-02",302500
"Praha","2009-05-29",19449792
"Praha","2008-12-02",15616412
"Praha","2013-07-29",3751843
"Praha","2009-07-21",18969658
"Praha","2011-05-24",3555200
"Praha","2010-03-22",1951977
"Praha","2006-07-18",2398666
"Praha","2008-09-02",18960329
"Praha","2007-02-02",1075255
"Praha","2008-10-31",6616666
"Praha","2009-05-29",102521
"Praha","2013-08-13",9086274
"Praha","2010-09-29",7137900
"Praha","2010-02-01",2784191
"Praha","2006-08-07",7198981
"Praha","2009-08-10",23497589
"Praha","2012-07-31",13488816
"Praha","2008-10-20",19350931
"Praha","2012-09-17",3811038
"Praha","2013-12-23",400000
"Praha","2007-08-10",13553824
"Praha","2012-11-13",4885560
"Praha","2010-01-22",19800000
"Praha","2010-08-06",4816000
"Praha","2008-11-07",617705
"Praha","2011-02-15",3600000
"Praha","2008-09-11",9680000
"Praha","2007-05-25",14096145
"Praha","2008-07-08",19599767
"Praha","2007-07-31",19500531
"Praha","2006-09-25",27882552
"Praha","2010-04-30",14802226
"Praha","2010-01-08",491487
"Praha","2008-07-22",13422040
"Praha","2010-08-20",8086549
"Praha","2013-12-19",861400
"Praha","2009-09-21",6408995
"Praha","2009-05-29",6248196
"Praha","2009-06-22",119918173
"Praha","2008-09-23",17865158
"Praha","2007-06-08",16715142
"Praha","2010-03-19",4950000
"Praha","2013-05-20",12830766
"Praha","2013-09-02",2966669
"Praha","2009-10-09",11102736
"Praha","2010-02-12",1047137
"Praha","2013-12-18",18473600
"Praha","2008-07-11",12915079
"Praha","2010-02-19",5760000
"Praha","2010-03-22",954940
"Praha","2008-10-10",74725252
"Praha","2010-11-08",4500000
"Praha","2007-08-17",7871696
"Praha","2008-12-05",1904000
"Praha","2007-04-02",2261591
"Praha","2012-01-11",9000000
"Praha","2014-01-21",1966661
"Praha","2009-12-07",13879295
"Praha","2013-09-24",2762823
"Praha","2013-07-10",6459277
"Praha","2008-07-18",19864732
"Praha","2010-10-15",4800000
"Praha","2012-02-10",4135578
"Praha","2012-02-10",4622963
"Praha","2009-07-17",7837784
"Praha","2012-08-13",22244928
"Praha","2009-02-03",3393600
"Praha","2010-03-09",7562000
"Praha","2012-10-31",5500000
"Praha","2008-07-11",18741064
"Praha","2011-09-09",2674500
"Brno","2010-07-23",94499780
"Brno","2014-08-18",4484126
"Brno","2012-06-26",240859
"Brno","2009-10-05",12597867
"Brno","2008-05-13",27149274
"Brno","2013-06-05",3197685
"Brno","2014-03-03",958455
"Brno","2007-11-23",14235885
"Brno","2014-06-10",2240392
"Brno","2011-08-19",2043815
"Brno","2009-04-06",217031220
"Brno","2014-04-11",48870065
"Brno","2009-08-03",9866616
"Brno","2007-07-27",5654600
"Brno","2013-06-11",560000
"Brno","2013-01-28",5884119
"Brno","2007-06-18",14551831
"Brno","2014-08-15",2102500
"Brno","2009-04-10",4857492
"Brno","2012-09-25",562961
"Brno","2011-06-24",37093600
"Brno","2012-09-25",549683
"Brno","2008-05-16",23853634
"Brno","2007-11-23",10250621
"Brno","2008-11-10",4470000
"Brno","2006-08-25",6388536
"Brno","2007-07-02",5833800
"Brno","2007-12-03",79899
"Brno","2012-06-08",1243599
"Brno","2008-05-30",17142629
"Brno","2014-04-04",1699616
"Brno","2014-10-10",43987231
"Brno","2006-08-01",7856976
"Brno","2013-07-01",2499280
"Brno","2012-02-13",5665733
"Brno","2010-07-02",6000000
"Brno","2013-10-04",1208615
"Brno","2010-12-06",24562509
"Brno","2009-01-16",12112467
"Brno","2014-10-17",1021179
"Brno","2013-11-05",4747665
"Brno","2007-06-05",1980000
"Brno","2008-02-22",46270167
"Brno","2011-02-04",1935000
"Brno","2010-07-27",8820000
"Brno","2014-06-10",175442
"Brno","2014-07-03",3138865
"Brno","2012-01-06",356833
"Brno","2013-09-17",10995868
"Brno","2011-10-25",8920000
"Brno","2006-08-04",7630632
"Brno","2009-05-13",548872
"Brno","2013-11-15",7650000
"Brno","2014-12-26",5121184
"Brno","2007-02-19",725681
"Brno","2009-09-04",70983517
"Brno","2012-07-20",576564
"Brno","2010-08-13",23952926
"Brno","2008-12-09",54713845
"Brno","2009-07-31",8242892
"Brno","2011-11-07",2970000
"Brno","2012-01-20",1961786
"Brno","2011-10-07",4150637
"Brno","2014-10-10",24486828
"Brno","2014-06-11",5452449
"Brno","2009-06-22",10500000
"Brno","2008-03-07",23950513
"Brno","2013-06-21",8499999
"Brno","2007-11-02",8283800
"Brno","2014-10-21",376000
"Brno","2014-11-28",2184215
"Brno","2012-11-06",2303069
"Brno","2013-07-16",5119626
"Brno","2011-10-07",17989285
"Brno","2007-07-02",7671383
"Brno","2012-04-26",17918097
"Brno","2009-12-22",9653384
"Brno","2010-10-25",77341
"Brno","2012-11-27",6413009
"Brno","2011-07-29",765120
"Brno","2009-10-23",2640773
"Brno","2014-02-26",1798000
"Brno","2014-09-23",6856332
"Brno","2006-11-06",3788800
"Brno","2010-08-13",18975021
"Brno","2011-04-22",8269878
"Brno","2010-05-28",2173239
"Brno","2011-03-18",75200000
"Brno","2012-12-28",4655301
"Brno","2011-06-08",19087121
"Brno","2008-05-27",6488243
"Brno","2006-12-22",3890000
"Brno","2012-04-26",10788789
"Brno","2013-11-15",12569827
"Brno","2014-07-18",12118916
"Brno","2012-10-12",20301945
"Brno","2008-01-25",5890598
"Brno","2013-03-27",1907000
"Brno","2007-02-19",6680000
"Brno","2011-11-24",31503279
"Brno","2011-11-29",15952158
"Brno","2008-05-30",1250000
"Brno","2014-12-26",191905
"Brno","2013-02-19",2726400
"Brno","2011-01-14",17881970
"Brno","2006-12-15",6594000
"Brno","2007-11-20",11681517
"Brno","2008-04-18",8498261
"Brno","2010-03-09",138580
"Brno","2010-08-27",9295221
"Brno","2008-09-26",22179730
"Brno","2007-09-07",13890521
"Brno","2012-06-15",2466945
"Brno","2013-03-13",5399900
"Brno","2013-07-18",3225791
"Brno","2006-09-29",2686353
"Brno","2013-11-19",427418
"Brno","2008-06-20",1399798
"Brno","2010-10-12",17221949
"Brno","2008-12-02",98867367
"Brno","2009-10-09",21916200
"Brno","2009-09-03",9914975
"Brno","2009-11-03",3967757
"Brno","2013-06-28",18000000
"Brno","2009-09-18",6151851
"Brno","2009-11-03",3893460
"Brno","2010-07-02",10385193
"Brno","2011-10-25",19529901
"Brno","2008-11-21",19603594
"Brno","2008-08-01",3337448
"Brno","2008-08-04",654235
"Brno","2013-07-31",4132231
"Brno","2013-10-29",509563
"Brno","2012-03-23",7058784
"Brno","2012-07-04",8723000
"Brno","2014-01-08",390095
"Brno","2014-08-01",83652
"Brno","2006-10-20",18690458
"Brno","2010-04-06",2332202
"Brno","2012-11-26",70000
"Brno","2008-07-18",4033613
"Brno","2013-05-28",90000
"Brno","2007-01-16",5850000
"Brno","2014-05-30",1713432
"Brno","2009-12-04",2756299
"Brno","2014-11-28",734187
"Brno","2014-11-24",951905
"Brno","2006-07-24",39262927
"Brno","2011-12-13",1863652
"Brno","2006-09-01",36787488
"Brno","2010-09-14",7160412
"Brno","2014-07-31",7590537
"Brno","2012-01-06",244625
"Brno","2011-09-09",8890521
"Brno","2010-06-18",3959124
"Brno","2013-08-05",10000000
"Brno","2008-09-26",6262231
"Brno","2012-01-18",1830386
"Brno","2008-03-06",18700000
"Brno","2014-05-22",7005421
"Brno","2012-09-03",8333333
"Brno","2013-09-04",6992760
"Brno","2011-07-08",18459327
"Brno","2006-08-22",2860568
"Brno","2012-01-11",12599822
"Brno","2011-11-25",20356301
"Brno","2014-06-18",31200000
"Brno","2011-12-22",1922557
"Brno","2012-12-28",290516
"Brno","2014-02-05",3255421
"Brno","2010-12-22",219549206
"Brno","2009-06-19",547000
"Brno","2013-05-28",2389979
"Brno","2012-08-27",2211000
"Brno","2006-08-01",4975531
"Brno","2010-08-27",25860292
"Brno","2006-12-19",46134453
"Brno","2011-05-31",9987000
"Brno","2009-07-10",6500000
"Brno","2007-11-05",6782157
"Brno","2010-10-22",14989176
"Brno","2014-09-30",15000000
"Brno","2014-10-21",1728000
"Brno","2007-06-19",11333026
"Brno","2009-04-14",18583469
"Brno","2010-08-06",30899750
"Brno","2010-02-26",157500093
"Brno","2011-07-22",31870801
"Brno","2010-07-19",359646
"Brno","2012-03-08",2658992
"Brno","2008-06-27",4022199
"Brno","2008-08-18",7703737
"Brno","2006-09-15",3528669
"Brno","2011-01-18",483724500
"Brno","2014-06-18",1481459
"Brno","2011-05-13",12986861
"Brno","2013-05-31",6798768
"Brno","2013-09-20",5724479
"Brno","2009-06-19",10681079
"Brno","2011-06-21",27241308
"Brno","2012-01-11",809428
"Brno","2014-07-02",26837057
"Brno","2014-04-18",9394237
"Brno","2009-12-11",3400780
"Brno","2010-08-20",4355670
"Brno","2008-09-12",6955956
"Brno","2013-10-01",1733260
"Brno","2011-08-10",24974923
"Brno","2009-08-17",4359000
"Brno","2011-12-13",360337
"Brno","2010-07-02",19941252
"Brno","2014-11-25",1305934
"Brno","2011-07-04",827325
"Brno","2006-08-04",28973437
"Brno","2010-07-02",9307568
"Brno","2010-10-13",20384851
"Brno","2013-11-26",25684664
"Brno","2013-12-04",1037140
"Brno","2014-10-10",111283800
"Brno","2014-10-10",48879840
"Brno","2010-02-12",121825654
"Brno","2011-07-04",1440000
"Brno","2014-09-08",996641
"Brno","2014-11-13",5471795
"Brno","2010-10-29",70000
"Brno","2014-06-25",471216
"Brno","2006-09-08",860488
"Brno","2012-11-26",100000
"Brno","2012-06-04",416296
"Brno","2013-08-21",5725001
"Brno","2009-06-15",22506020
"Brno","2008-07-18",21600000
"Brno","2014-03-19",1019026
"Brno","2006-10-06",8767000
"Brno","2009-01-27",34797224
"Brno","2012-06-08",1793929
"Brno","2013-01-07",480120
"Brno","2012-07-18",4903269
"Brno","2012-04-25",1770363
"Brno","2011-12-23",95300000
"Brno","2012-09-21",6498546
"Brno","2014-02-25",4848048
"Brno","2007-07-02",15950000
"Brno","2012-01-27",25890205
"Brno","2012-10-29",100000
"Brno","2008-10-20",5639740
"Brno","2009-04-24",92604830
"Brno","2010-12-06",23952926
"Brno","2012-10-29",40000
"Brno","2013-10-09",241762
"Brno","2007-02-28",883061
"Brno","2007-07-20",7126931
"Brno","2006-08-25",9804223
"Brno","2014-03-28",4000000
"Brno","2008-03-17",29498131
"Brno","2014-11-28",10912183
"Brno","2006-12-04",2666840
"Brno","2013-09-03",4428921
"Brno","2011-10-07",10200000
"Brno","2011-12-13",373985
"Brno","2013-07-18",3948769
"Brno","2014-07-11",228989
"Brno","2014-11-28",2972788
"Brno","2014-11-26",3000000
"Brno","2012-10-12",1346571
"Brno","2006-11-24",7990741
"Brno","2014-10-13",74003
"Brno","2009-06-19",76797402
"Brno","2011-09-09",3297395
"Brno","2009-12-23",10138541
"Brno","2013-01-07",18180166
"Brno","2014-08-26",15949446
"Brno","2011-08-23",5614333
"Brno","2011-08-10",24210610
"Brno","2012-01-30",44933493
"Brno","2014-12-26",5121184
"Brno","2009-11-10",21908240
"Brno","2012-11-26",40000
"Brno","2011-11-12",1166483
"Brno","2013-12-13",3055773
"Brno","2011-09-16",80878844
"Brno","2014-01-06",814197
"Brno","2010-07-30",121851789
"Brno","2014-12-08",1426000
"Brno","2013-12-05",768482
"Brno","2014-07-24",13026000
"Brno","2010-04-09",2285896
"Brno","2010-04-16",1475978
"Brno","2007-06-08",2965000
"Brno","2014-10-13",4697700
"Brno","2010-09-27",73890598
"Brno","2010-08-10",5285627
"Brno","2009-09-18",133522602
"Brno","2009-01-02",17424000
"Brno","2013-09-17",7455250
"Brno","2012-02-02",6384780
"Brno","2013-01-28",224000
"Brno","2014-12-31",5785000
"Brno","2014-02-06",1114951
"Brno","2012-03-09",1155324
"Brno","2010-11-08",3263567
"Brno","2013-10-22",4000688
"Brno","2009-08-25",4900000
"Brno","2008-06-20",40466
"Brno","2014-10-09",15820127
"Brno","2013-11-29",670838
"Brno","2013-07-18",3667828
"Brno","2012-07-24",5427475
"Brno","2011-10-18",5712000
"Brno","2006-11-13",21000000
"Brno","2012-11-27",1209850
"Brno","2011-08-12",109821392
"Brno","2014-08-06",6684267
"Brno","2007-07-13",2156870
"Brno","2010-01-12",12000000
"Brno","2013-02-25",53589844
"Brno","2013-05-28",3252608
"Brno","2010-07-02",2190845
"Brno","2013-06-28",12430000
"Brno","2009-03-13",25550114
"Brno","2010-09-14",8333333
"Brno","2013-05-16",828054
"Brno","2012-10-25",465381
"Brno","2014-10-10",11599917
"Brno","2012-11-06",41249
"Brno","2009-12-18",24698733
"Brno","2013-02-13",6956028
"Brno","2013-10-21",42755325
"Brno","2014-09-17",9273672
"Brno","2012-07-09",2606444
"Brno","2008-10-21",17059748
"Brno","2013-11-26",1622400
"Brno","2009-04-06",1995798
"Brno","2011-09-09",1584000
"Brno","2007-02-19",712658
"Brno","2009-11-03",5848213
"Brno","2014-12-31",5785000
"Brno","2014-08-21",8198810
"Brno","2009-08-18",56220588
"Brno","2011-01-24",9087502
"Brno","2009-10-19",13463178
"Brno","2012-12-28",2363397
"Brno","2013-10-30",3473349
"Brno","2010-07-16",15387508
"Brno","2012-01-10",4500000
"Brno","2009-06-05",1920000
"Brno","2008-08-01",1050420
"Brno","2014-07-15",4220033
"Brno","2014-07-09",4169593
"Brno","2012-03-23",8392273
"Brno","2008-01-28",6929093
"Brno","2014-08-28",4244147
"Brno","2009-10-02",10030311
"Brno","2010-08-20",7494687
"Brno","2009-07-03",19120871
"Brno","2009-11-12",4027207
"Brno","2013-06-20",438485
"Brno","2007-11-02",8943600
"Brno","2010-08-20",59386595
"Brno","2012-10-12",20301945
"Brno","2012-10-29",35000
"Brno","2011-09-16",10497312
"Brno","2009-06-12",25765650
"Brno","2012-09-19",1795000
"Brno","2014-12-16",1170639
"Brno","2010-09-03",514000
"Brno","2011-03-18",29817368
"Brno","2014-01-07",144625
"Brno","2007-04-20",4996814
"Brno","2008-11-28",19969652
"Brno","2006-08-25",18525921
"Brno","2010-05-17",809293
"Brno","2012-11-06",8225000
"Brno","2010-04-16",2240000
"Brno","2007-04-13",4253040
"Brno","2013-06-27",1690783
"Brno","2010-04-23",20993863
"Brno","2012-10-29",421224
"Brno","2010-02-23",49493467
"Brno","2011-07-22",13114754
"Brno","2008-10-21",128760210
"Brno","2014-07-02",3372920
"Brno","2009-07-10",1200000
"Brno","2012-08-17",59581124
"Brno","2007-10-23",12863070
"Brno","2006-12-22",3340000
"Brno","2011-01-03",4800000
"Brno","2012-12-28",732726
"Brno","2006-07-07",10500000
"Brno","2009-02-05",6130898
"Brno","2009-11-27",4600000
"Brno","2014-10-02",3773360
"Brno","2013-07-31",1302988
"Brno","2008-10-07",6411332
"Brno","2013-10-16",10860000
"Brno","2012-06-04",12663000
"Brno","2010-06-04",18278157
"Brno","2012-03-22",7009600
"Brno","2008-06-17",9099125
"Brno","2014-04-24",2419200
"Brno","2006-08-04",7657509
"Brno","2007-11-02",40366079
"Brno","2014-08-11",8408427
"Brno","2010-04-12",2800635
"Brno","2006-11-10",12015506
"Brno","2012-04-13",118958
"Brno","2014-02-03",17625360
"Brno","2014-10-09",4180400
"Brno","2011-06-17",26943000
"Brno","2009-11-27",10431385
"Brno","2014-09-05",32478448
"Brno","2012-06-14",7770056
"Brno","2011-12-02",23751594
"Brno","2014-09-10",175699
"Brno","2014-04-18",6998458
"Brno","2010-08-26",15917119
"Brno","2009-11-20",40862465
"Brno","2007-10-22",3004288
"Brno","2008-06-16",5052840
"Brno","2011-08-05",18284352
"Brno","2010-08-13",28890052
"Brno","2012-07-16",1430691
"Brno","2011-05-25",14348271
"Brno","2013-10-21",3243647
"Brno","2012-10-22",1936768
"Brno","2013-05-27",90000
"Brno","2008-05-09",4585000
"Brno","2007-06-26",4509389
"Brno","2013-11-14",7192814
"Brno","2007-11-02",28000000
"Brno","2013-09-04",1063009
"Brno","2014-08-21",593814
"Brno","2006-10-06",357953
"Brno","2014-02-25",10447305
"Brno","2011-05-03",30934535
"Brno","2011-01-07",466700
"Brno","2006-07-21",33376384
"Brno","2007-07-27",24658459
"Brno","2013-05-28",1955620
"Brno","2011-08-11",14780016
"Brno","2013-07-16",1061248
"Brno","2014-10-24",20000000
"Brno","2014-11-05",14399
"Brno","2014-04-09",49987669
"Brno","2006-08-29",37625468
"Brno","2010-09-27",9722183
"Brno","2012-03-13",1692746176
"Brno","2009-11-02",786294
"Brno","2009-10-09",960000
"Brno","2012-04-12",622417
"Brno","2010-08-16",3759204
"Brno","2011-09-26",8562429
"Brno","2011-07-08",18586100
"Brno","2010-07-02",7949752
"Brno","2013-02-08",2492800
"Brno","2011-09-29",8333333
"Brno","2009-01-23",7345500
"Brno","2008-10-17",17214612
"Brno","2010-04-22",1100000
"Brno","2010-08-16",4320000
"Brno","2011-05-18",21627741
"Brno","2014-06-16",25507006
"Brno","2012-06-18",1572202
"Brno","2012-01-18",10500000
"Brno","2013-10-15",4150000
"Brno","2010-08-27",8936349
"Brno","2013-12-27",390288
"Brno","2008-03-28",1539775
"Brno","2009-09-25",26194264
"Brno","2008-01-18",5630000
"Brno","2013-12-06",17246694
"Brno","2011-03-07",7104000
"Brno","2013-08-21",24714926
"Brno","2008-09-26",1310400
"Brno","2013-01-22",859200
"Brno","2011-11-25",74527
"Brno","2014-08-22",56869215
"Brno","2009-09-11",7356572
"Brno","2014-08-01",229936
"Brno","2012-08-27",5048549
"Brno","2013-01-04",41379900
"Brno","2012-08-10",10632184
"Brno","2010-08-27",22701010
"Brno","2007-11-30",9248650
"Brno","2012-06-13",2131464
"Brno","2008-06-16",2979000
"Brno","2010-05-07",4714672
"Brno","2010-11-02",52234992
"Brno","2007-06-08",10411905
"Brno","2011-11-22",9689892
"Brno","2009-10-06",6337470
"Brno","2007-09-07",10774315
"Brno","2014-10-10",470682
"Brno","2010-08-06",9821912
"Brno","2012-12-18",376826
"Brno","2011-02-25",42909686
"Brno","2013-10-23",15368312
"Brno","2013-04-08",609219
"Brno","2010-07-02",10791153
"Brno","2006-10-30",226890
"Brno","2010-03-09",34853
"Brno","2011-11-07",53989880
"Brno","2012-06-25",8333333
"Brno","2011-09-16",4565897
"Brno","2011-09-16",1689263
"Brno","2006-08-25",48443269
"Brno","2012-12-03",2747903
"Brno","2013-04-24",3985216
"Brno","2010-11-12",170000
"Brno","2014-11-04",2381430
"Brno","2006-10-06",9007085
"Brno","2008-04-15",316500
"Brno","2006-10-06",1045400
"Brno","2014-12-17",7119933
"Brno","2009-08-03",5520000
"Brno","2011-12-14",396155
"Brno","2007-08-27",16486979
"Brno","2011-10-14",22362753
"Brno","2009-04-24",4800000
"Brno","2013-04-10",62815782
"Brno","2013-11-08",957494
"Brno","2013-02-26",1284445
"Brno","2010-03-09",46393
"Brno","2008-10-08",12001684
"Brno","2013-10-30",636641
"Brno","2014-08-11",44781909
"Brno","2013-11-26",40412961
"Brno","2013-12-20",4000000
"Brno","2011-12-13",244625
"Brno","2007-12-28",10895767
"Brno","2012-06-26",2998438
"Brno","2009-11-03",17689237
"Brno","2006-12-08",18984053
"Brno","2007-06-08",92499719
"Brno","2009-12-18",44974039
"Brno","2006-10-24",9024647
"Brno","2007-01-26",7388800
"Brno","2013-10-30",20685
"Brno","2010-06-25",41893875
"Brno","2006-09-08",15541987
"Brno","2012-02-06",10000000
"Brno","2012-11-19",21743570
"Brno","2006-10-09",129799984
"Brno","2009-02-20",16806722
"Brno","2008-05-30",16000000
"Brno","2006-07-28",5418494
"Brno","2013-05-27",90000
"Brno","2014-05-09",28291488
"Brno","2009-11-24",34978989
"Brno","2014-10-07",192235
"Brno","2011-10-07",2476000
"Brno","2006-12-12",13528412
"Brno","2014-02-14",48306550
"Brno","2013-10-01",5200000
"Brno","2012-08-01",67871260
"Brno","2008-10-24",4228681
"Brno","2011-10-21",526095
"Brno","2013-01-11",449520
"Brno","2006-08-08",5462000
"Brno","2008-10-14",40162976
"Brno","2013-10-11",859502
"Brno","2013-05-31",5584101
"Brno","2009-05-07",8155560
"Brno","2011-09-09",2489724
"Brno","2014-08-21",2027004
"Brno","2012-11-26",707300
"Brno","2011-12-05",6250000
"Brno","2014-10-14",90000
"Brno","2009-11-12",6595772
"Brno","2011-11-28",1408625
"Brno","2008-02-29",95936997
"Brno","2014-05-21",1974000
"Brno","2009-11-16",15590000
"Brno","2014-02-19",9777597
"Brno","2010-11-26",21704898
"Brno","2014-05-28",9355877
"Brno","2006-09-29",4252478
"Brno","2010-07-02",6801236
"Brno","2014-01-06",988081
"Brno","2007-02-02",19890474
"Brno","2012-09-05",20000000
"Brno","2014-12-26",5121184
"Brno","2008-10-21",9699000
"Brno","2008-08-29",5750880
"Brno","2008-04-18",13849559
"Brno","2010-11-26",6849834
"Brno","2008-01-28",94800000
"Brno","2011-10-18",5319144
"Brno","2009-01-23",1319979
"Brno","2012-02-06",10000000
"Brno","2012-12-07",22615202
"Brno","2014-03-14",4999503
"Brno","2011-11-05",2690163
"Brno","2007-08-20",4263586
"Brno","2007-12-18",9980673
"Brno","2009-12-01",5066060
"Brno","2012-09-11",4128304
"Brno","2008-06-20",2511312
"Brno","2006-08-25",33571859
"Brno","2009-12-18",27881943
"Brno","2011-05-25",13220072
"Brno","2010-10-29",30586845
"Brno","2013-08-06",2255991
"Brno","2014-03-20",2
"Brno","2012-08-07",10103908
"Brno","2010-04-26",14219850
"Brno","2014-04-18",4000000
"Brno","2011-12-05",1488037
"Brno","2007-07-04",5939327
"Brno","2011-12-05",5890949
"Brno","2013-05-29",13772911
"Brno","2007-10-26",5880000
"Brno","2009-09-04",3240000
"Brno","2012-10-24",8082000
"Brno","2007-12-11",25099957
"Brno","2009-01-09",420284
"Brno","2010-07-02",888000
"Brno","2014-02-28",29390204
"Brno","2013-05-16",173000
"Brno","2010-08-27",7699997
"Brno","2013-03-07",667404
"Brno","2007-02-19",2249091
"Brno","2009-07-17",7359866
"Brno","2010-12-06",23952926
"Brno","2006-08-22",2542726
"Brno","2010-09-27",22778622
"Brno","2013-12-18",3410452
"Brno","2012-01-19",3790644
"Brno","2014-03-24",624000
"Brno","2010-08-27",81343501
"Brno","2009-06-19",9192325
"Brno","2012-12-24",575745
